id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L00116	S025	Impiccagione di un giudice	raccolta	«Rinascita»;V002	«Rinascita»;Ultimo viene il corvo	1948	casa	città	L00115	generico			x			no	sì	-	Terrestri generici	193	197		paesaggio urbano	paesaggio urbano
L00117	S025	Impiccagione di un giudice	raccolta	«Rinascita»;V002	«Rinascita»;Ultimo viene il corvo	1948	Palazzo di Giustizia	città	L00115	generico				x		no	sì	-	Terrestri generici	3059	3079		paesaggio urbano	paesaggio urbano
L00118	S025	Impiccagione di un giudice	raccolta	«Rinascita»;V002	«Rinascita»;Ultimo viene il corvo	1948	cortile	Palazzo di Giustizia	L00117	generico					x	no	sì	-	Terrestri generici	15216	15223		paesaggio urbano	paesaggio urbano
L00119	S026	Il bosco degli animali	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	bosco			generico			x		x	no	sì	-	Terrestri generici	1041	1046		guerra;natura ligure	guerra;natura ligure
L00120	S026	Il bosco degli animali	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	paese			generico				x		no	sì	-	Terrestri generici	3974	3979		guerra;natura ligure	guerra;natura ligure
L00121	S026	Il bosco degli animali	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	casa	paese	L00120	generico						no	sì	-	Terrestri generici	4141	4145		guerra;natura ligure	guerra;natura ligure
L00122	S026	Il bosco degli animali	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	fienile	casa	L00121	generico						no	sì	-	Terrestri generici	5441	5448		guerra;natura ligure	guerra;natura ligure
L00123	S027	Si dorme come cani	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	biglietteria	Torino	L00126	generico			x		x	sì	sì	-	Terrestri generici	130	142	sì	paesaggio urbano	paesaggio urbano
L00124	S027	Si dorme come cani	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	stazione 	Torino	L00126	generico			x		x	sì	sì	-	Terrestri generici	5508	5516		paesaggio urbano	paesaggio urbano
L00125	S027	Si dorme come cani	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	portici	Torino	L00126	generico						sì	sì	-	Terrestri generici	11383	11390		paesaggio urbano	paesaggio urbano
L00126	S027	Si dorme come cani	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	Torino 			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00127	S028	Com'era grande il mare	altro	«Milano-sera»	«Milano-sera»	1948	strada litoranea			generico			x			no	sì	-	Terrestri generici	32	38		mare	mare
L00128	S028	Com'era grande il mare	altro	«Milano-sera»	«Milano-sera»	1948	mare			generico						no	sì	-	Terrestri generici	538	542		mare	mare
L00129	S028	Com'era grande il mare	altro	«Milano-sera»	«Milano-sera»	1948	ripa			generico					x	no	sì	-	Terrestri generici	1150	1154		mare	mare
L00130	S029	Il gatto e il poliziotto	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	Torino (città)			nominato	comune	sì	x			sì	sì	no	Terrestri localizzabili	632	637	sì	paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00131	S029	Il gatto e il poliziotto	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	quartieri operai	Torino	L00130	generico				x		sì	sì	-	Terrestri generici	1841	1857		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00132	S029	Il gatto e il poliziotto	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	casa	quartieri operai	L00131	generico					x	sì	sì	-	Terrestri generici	1879	1883		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00133	S030	Pranzo con un pastore	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	sala (da pranzo)			generico			x			no	sì	-	Terrestri generici	1210	1214		natura ligure;	natura ligure;protagonista bambino
L00134	S030	Pranzo con un pastore	raccolta	«L'Unità» (Torino);V002;V006	«L'Unità» (Torino);Ultimo viene il corvo;I racconti	1948	casolare			generico					x	no	sì	-	Terrestri generici	13754	13762		natura ligure;	natura ligure;protagonista bambino
L00135	S031	Voglia di mare	altro	«Unità» (Torino)	«Unità» (Torino)	1948	piazza	Cittadella	L00136	generico			x			sì	sì	-	Terrestri generici	91	97	sì	paesaggio urbano;	paesaggio urbano;protagonista bambino
L00136	S031	Voglia di mare	altro	«Unità» (Torino)	«Unità» (Torino)	1948	Cittadella	Torino	L00136b	nominato	contrada					sì	sì	no	Terrestri localizzabili	214	224		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00136b	S031	Voglia di mare	altro	«Unità» (Torino)	«Unità» (Torino)	1948	Torino			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		paesaggio urbano;	paesaggio urbano;protagonista bambino
L00137	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	Sant'Alcide			nominato	comune		x			no	sì	sì	Terrestri Inventati	77	90		nessuno	nessuno
L00138	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	stanzetta	Sant'Alcide	L00137	generico						no	sì	-	Terrestri generici	2765	2774		nessuno	nessuno
L00139	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	balcone	stanzetta	L00138	generico						no	sì	-	Terrestri generici	3683	3690		nessuno	nessuno
L00140	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	sezione democristiana	Sant'Alcide	L00137	generico				x		no	sì	-	Terrestri generici	4278	4299		nessuno	nessuno
L00141	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	fabbrica			generico						no	sì	-	Terrestri generici	5159	5167		nessuno	nessuno
L00142	S032	Isabella e Fioravanti	altro	«Unità» (Torino)	«Unità» (Torino)	1948	fienile			generico					x	no	sì	-	Terrestri generici	8805	8812		nessuno	nessuno
L00143	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	villa	cittadina rivierasca	L00144	generico			x	x		no	sì	-	Terrestri generici	36	41		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00144	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	cittadina rivierasca			generico						no	sì	-	Terrestri generici	6092	6112		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00145	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	Case Vecchie 	cittadina rivierasca	L00144	nominato	quartiere					no	sì	sì	Terrestri Inventati	6884	6896		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00146	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	Osteria dell'Orecchia Mozzata	cittadina rivierasca	L00144	nominato	landmak					no	sì	sì	Terrestri Inventati	6993	7022		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00147	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	casa	cittadina rivierasca	L00144	generico						no	sì	-	Terrestri generici	7970	7974		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00148	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	mare			generico						no	sì	-	Terrestri generici	8390	8394		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00149	S033	Chi ha messo la mina nel mare?	raccolta	«L'Unità» (Torino);V002	«L'Unità» (Torino);Ultimo viene il corvo	1948	riva			generico					x	no	sì	-	Terrestri generici	10017	10021		guerra;paesaggio urbano;mare	guerra;paesaggio urbano;mare
L00150	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Deposito Franco	Sanremo	L00164	nominato	landmark			x		sì	sì	no	Terrestri localizzabili	245	260	sì	guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00151	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Bar La botte di Diogene	Sanremo	L00164	nominato	landmark					sì	sì	no	Terrestri localizzabili	1168	1187		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00152	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	via	Sanremo	L00164	generico					x	sì	sì	-	Terrestri generici	6034	6037		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00153	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Caffé Lamarmora	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	6058	6073		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00154	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Bar Parigi	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	6284	6294		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00155	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Giglio	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	6519	6525		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00156	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	retrobottega	Bar La botte di Diogene	L00151	generico						sì	sì	-	Terrestri generici	10192	10204		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00157	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	cameretta	Bar La botte di Diogene	L00151	generico						sì	sì	-	Terrestri generici	10749	10758		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00158	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	piazza	Sanremo	L00164	generico						sì	sì	-	Terrestri generici	11835	11841		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00159	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Iris (locale)	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	12639	12643		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00160	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Caffè dei viaggiatori	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	13441	13462		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00161	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Albergo Pace	Sanremo	L00164	nominato	landmark					sì	sì	sì	Terrestri Inventati	13502	13514		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00162	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	imbarco	Sanremo	L00164	generico						sì	sì	-	Terrestri generici	20278	20285		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00163	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	questura	Sanremo	L00164	generico						sì	sì	-	Terrestri generici	20305	20313		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00164	S034	Dollari e vecchie mondane	raccolta	Antologia Einaudi 1948;V002;V006	Antologia Einaudi 1948;Ultimo viene il corvo;I racconti	1948	Sanremo			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		guerra;paesaggio urbano;	guerra;paesaggio urbano;
L00165	S035	Freddo a Napoli	altro	«Unità» (Torino)	«Unità» (Torino)	1949	Napoli			nominato	comune		x		x	sì	sì	no	Terrestri localizzabili	39	45		paesaggio urbano	paesaggio urbano
L00166	S035	Freddo a Napoli	altro	«Unità» (Torino)	«Unità» (Torino)	1949	via Toledo	Napoli	L00165	nominato	landmark					sì	sì	no	Terrestri localizzabili	2102	2108		paesaggio urbano	paesaggio urbano
L00167	S036	Lasciare Anna	altro	«Unità» (Torino)	«Unità» (Torino)	1949	marciapiede	Torino (città)	L00168	generico			x			sì	sì	-	Terrestri generici	44	55	sì	paesaggio urbano	paesaggio urbano
L00168	S036	Lasciare Anna	altro	«Unità» (Torino)	«Unità» (Torino)	1949	Torino (città)			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	550	555		paesaggio urbano	paesaggio urbano
L00169	S036	Lasciare Anna	altro	«Unità» (Torino)	«Unità» (Torino)	1949	vie	Torino (città)	L00168	generico						sì	sì	-	Terrestri generici	2863	2866		paesaggio urbano	paesaggio urbano
L00170	S036	Lasciare Anna	altro	«Unità» (Torino)	«Unità» (Torino)	1949	crocevia	Torino (città)	L00168	generico						sì	sì	-	Terrestri generici	4819	4827		paesaggio urbano	paesaggio urbano
L00171	S037	Un pomeriggio, Adamo	raccolta	V002;V006	Ultimo viene il corvo;I racconti	1949	cucina	casa	L00173	generico			x		x	no	sì	-	Terrestri generici	621	627		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00172	S037	Un pomeriggio, Adamo	raccolta	V002;V006	Ultimo viene il corvo;I racconti	1949	giardino	casa	L00173	generico				x		no	sì	-	Terrestri generici	3683	3691		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00173	S037	Un pomeriggio, Adamo	raccolta	V002;V006	Ultimo viene il corvo;I racconti	1949	casa			generico						no	sì	-	Terrestri generici	6219	6223		guerra;natura ligure;	guerra;natura ligure;protagonista bambino
L00174	S038	La casa degli alveari	raccolta	V002	Ultimo viene il corvo	1949	casa	vallata	L00178	generico			x			no	sì	-	Terrestri generici	242	246		natura ligure	natura ligure
L00175	S038	La casa degli alveari	raccolta	V002	Ultimo viene il corvo	1949	campo	vallata	L00178	generico						no	sì	-	Terrestri generici	1808	1813		natura ligure	natura ligure
L00176	S038	La casa degli alveari	raccolta	V002	Ultimo viene il corvo	1949	bosco	vallata	L00178	generico						no	sì	-	Terrestri generici	3979	3984		natura ligure	natura ligure
L00177	S038	La casa degli alveari	raccolta	V002	Ultimo viene il corvo	1949	ripa	vallata	L00178	generico				x		no	sì	-	Terrestri generici	5454	5458		natura ligure	natura ligure
L00178	S038	La casa degli alveari	raccolta	V002	Ultimo viene il corvo	1949	vallata			generico					x	no	sì	-	Terrestri generici	5794	5802		natura ligure	natura ligure
L00179	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	casa	collina	L00180	generico						sì	sì	-	Terrestri generici	102	106	sì	guerra;natura ligure	guerra;natura ligure
L00180	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	collina	vallata	L00181	generico			x			sì	sì	-	Terrestri generici	163	170		guerra;natura ligure	guerra;natura ligure
L00181	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	vallata	Liguria	L00190	generico						sì	sì	-	Terrestri generici	610	617		guerra;natura ligure	guerra;natura ligure
L00182	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	bosco	vallata	L00181	generico						sì	sì	-	Terrestri generici	795	800		guerra;natura ligure	guerra;natura ligure
L00183	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	Bicocca	Liguria	L00190	nominato	landmark					sì	sì	no	Terrestri localizzabili	1816	1823		guerra;natura ligure	guerra;natura ligure
L00184	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	campi	vallata	L00181	generico						sì	sì	-	Terrestri generici	5974	5979		guerra;natura ligure	guerra;natura ligure
L00185	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	tana	bosco	L00182	generico						sì	sì	-	Terrestri generici	8641	8645		guerra;natura ligure	guerra;natura ligure
L00186	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	terreni	vallata	L00181	generico						sì	sì	-	Terrestri generici	9386	9393		guerra;natura ligure	guerra;natura ligure
L00187	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	accampamento	vallata	L00181	generico						sì	sì	-	Terrestri generici	11587	11599		guerra;natura ligure	guerra;natura ligure
L00188	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	Rocche del Corvo	Liguria	L00190	nominato	landmark				x	sì	sì	no	Terrestri localizzabili	12651	12667		guerra;natura ligure	guerra;natura ligure
L00189	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	burrone	Rocche del Corvo	L00188	generico						sì	sì	-	Terrestri generici	12737	12744		guerra;natura ligure	guerra;natura ligure
L00190	S039	La stessa cosa del sangue	raccolta	V002	Ultimo viene il corvo	1949	Liguria			nominato	regione (territorio)	sì				sì	sì	no	Terrestri localizzabili	-	-	sì	guerra;natura ligure	guerra;natura ligure
